store_id,year,treated,post,did,city_size,local_unemp,ln_sales,sales
88,2024,0,1,0,1,5.16,9.1514,9427.28
89,2021,1,0,0,2,4.32,9.2665,10577.4
89,2022,1,0,0,2,3.29,9.1828,9728.42
89,2023,1,1,1,2,4.87,9.533,13807.42
89,2024,1,1,1,2,4.71,9.4663,12916.97
90,2021,1,0,0,2,3.87,9.2435,10336.95
90,2022,1,0,0,2,4.53,9.1369,9291.92
90,2023,1,1,1,2,3.09,9.3556,11562.84
90,2024,1,1,1,2,3.98,9.2656,10567.98
91,2021,0,0,0,1,3.8,9.9299,20534.76
91,2022,0,0,0,1,3.63,9.5054,13432.55
91,2023,0,1,0,1,4.77,9.6141,14974.59
91,2024,0,1,0,1,5.57,9.7708,17514.21
92,2021,1,0,0,1,4.28,9.5523,14077.61
92,2022,1,0,0,1,3.42,9.5057,13436.07
92,2023,1,1,1,1,3.74,9.7946,17935.75
92,2024,1,1,1,1,5.14,9.5813,14491.44
93,2021,0,0,0,3,4.09,9.1667,9573.03
93,2022,0,0,0,3,4.06,9.45,12708.47
93,2023,0,1,0,3,3.53,9.3598,11611.54
93,2024,0,1,0,3,2.57,9.5234,13676.02
94,2021,1,0,0,1,3.47,9.4446,12639.21
94,2022,1,0,0,1,4.48,9.329,11259.8
94,2023,1,1,1,1,4.22,9.5524,14078.37
94,2024,1,1,1,1,6.11,9.5541,14101.74
95,2021,1,0,0,2,3.16,9.2616,10526.05
95,2022,1,0,0,2,4.22,9.3465,11459.19
95,2023,1,1,1,2,3.28,9.6387,15347.07
95,2024,1,1,1,2,4.0,9.5837,14525.75
96,2021,0,0,0,1,4.95,9.0896,8862.53
96,2022,0,0,0,1,3.45,9.3954,12033.13
96,2023,0,1,0,1,3.83,9.35,11499.31
96,2024,0,1,0,1,4.91,9.487,13186.56
97,2021,1,0,0,1,3.58,8.7975,6617.49
97,2022,1,0,0,1,4.09,8.8873,7239.8
97,2023,1,1,1,1,2.8,8.9163,7452.47
97,2024,1,1,1,1,3.78,9.3265,11231.65
98,2021,0,0,0,2,5.42,9.3257,11222.29
98,2022,0,0,0,2,4.09,9.4548,12769.01
98,2023,0,1,0,2,4.17,9.3853,11912.56
98,2024,0,1,0,2,4.68,9.5607,14196.19
99,2021,0,0,0,1,2.77,9.026,8316.49
99,2022,0,0,0,1,4.89,8.8888,7249.98
99,2023,0,1,0,1,3.61,9.0123,8203.71
99,2024,0,1,0,1,5.2,9.1724,9628.15
100,2021,0,0,0,3,3.95,9.3859,11919.56
100,2022,0,0,0,3,3.98,9.5903,14622.26
100,2023,0,1,0,3,3.98,9.7191,16632.05
100,2024,0,1,0,3,4.03,9.7821,17713.35
101,2021,1,0,0,2,4.4,9.48,13095.03
101,2022,1,0,0,2,4.49,9.3456,11448.78
101,2023,1,1,1,2,4.67,9.6684,15809.57
101,2024,1,1,1,2,4.8,9.6643,15745.0
102,2021,1,0,0,2,4.47,9.0392,8426.75
102,2022,1,0,0,2,4.37,8.9699,7862.6
102,2023,1,1,1,2,4.31,9.3365,11344.36
102,2024,1,1,1,2,4.64,9.1867,9766.07
103,2021,1,0,0,2,3.6,9.1132,9073.94
103,2022,1,0,0,2,4.67,9.3413,11399.37
103,2023,1,1,1,2,3.86,9.3609,11624.35
103,2024,1,1,1,2,3.69,9.5558,14126.21
104,2021,0,0,0,1,4.29,9.525,13698.36
104,2022,0,0,0,1,3.74,9.1078,9025.72
104,2023,0,1,0,1,4.85,9.4563,12788.02
104,2024,0,1,0,1,5.37,9.4377,12552.22
105,2021,0,0,0,1,3.41,9.2441,10343.11
105,2022,0,0,0,1,3.42,9.2069,9965.79
105,2023,0,1,0,1,4.95,9.408,12185.6
105,2024,0,1,0,1,5.12,9.2913,10842.9
106,2021,0,0,0,1,4.76,9.1644,9550.84
106,2022,0,0,0,1,4.37,9.1961,9858.26
106,2023,0,1,0,1,4.06,9.0416,8446.89
106,2024,0,1,0,1,5.08,9.2431,10333.5
107,2021,0,0,0,3,3.51,9.2541,10447.01
107,2022,0,0,0,3,4.08,9.2355,10254.36
107,2023,0,1,0,3,3.29,9.3031,10971.69
107,2024,0,1,0,3,4.72,9.2927,10858.66
108,2021,0,0,0,1,4.22,9.2402,10303.6
108,2022,0,0,0,1,3.72,9.403,12124.85
108,2023,0,1,0,1,5.22,9.3668,11693.86
108,2024,0,1,0,1,5.45,9.2589,10497.38
109,2021,1,0,0,2,3.6,9.1366,9289.59
109,2022,1,0,0,2,4.65,9.1276,9206.15
109,2023,1,1,1,2,4.07,9.2656,10568.1
109,2024,1,1,1,2,4.39,9.2487,10390.74
110,2021,0,0,0,1,3.88,8.6695,5822.6
110,2022,0,0,0,1,3.42,8.5723,5283.43
110,2023,0,1,0,1,4.04,8.709,6057.05
110,2024,0,1,0,1,5.2,8.6239,5563.02
111,2021,0,0,0,3,2.62,8.8564,7019.0
111,2022,0,0,0,3,5.42,8.5579,5207.68
111,2023,0,1,0,3,3.51,8.7602,6375.07
111,2024,0,1,0,3,4.25,8.6409,5658.56
112,2021,1,0,0,3,3.21,8.9464,7680.2
112,2022,1,0,0,3,3.4,9.0479,8500.7
112,2023,1,1,1,3,3.69,8.9042,7362.96
112,2024,1,1,1,3,4.61,8.8935,7284.3
113,2021,1,0,0,1,3.3,9.0718,8706.1
113,2022,1,0,0,1,4.67,9.1571,9481.89
113,2023,1,1,1,1,4.05,9.3346,11322.68
113,2024,1,1,1,1,4.12,9.4117,12230.58
114,2021,1,0,0,2,3.62,9.095,8910.44
114,2022,1,0,0,2,4.78,8.9268,7531.26
114,2023,1,1,1,2,4.19,8.965,7824.29
114,2024,1,1,1,2,5.3,9.2173,10069.38
115,2021,0,0,0,1,4.1,9.2109,10005.85
115,2022,0,0,0,1,3.24,9.4054,12154.25
115,2023,0,1,0,1,4.86,9.2137,10033.67
115,2024,0,1,0,1,3.63,9.2079,9975.96
116,2021,0,0,0,1,4.84,8.9486,7697.23
116,2022,0,0,0,1,3.68,8.8288,6827.98
116,2023,0,1,0,1,4.87,9.0441,8468.78
116,2024,0,1,0,1,5.1,9.0552,8563.15
117,2021,0,0,0,2,4.7,8.7107,6067.55
117,2022,0,0,0,2,3.38,8.8267,6813.75
117,2023,0,1,0,2,5.14,8.7453,6281.2
117,2024,0,1,0,2,2.95,8.6055,5461.72
118,2021,0,0,0,2,3.79,9.3994,12081.48
118,2022,0,0,0,2,4.15,9.4924,13258.27
118,2023,0,1,0,2,3.96,9.4198,12329.86
118,2024,0,1,0,2,3.51,9.6098,14910.04
119,2021,0,0,0,1,3.46,9.7378,16945.82
119,2022,0,0,0,1,3.64,9.6111,14929.0
119,2023,0,1,0,1,4.13,9.8353,18681.45
119,2024,0,1,0,1,5.39,9.7888,17832.79
120,2021,1,0,0,2,2.7,9.479,13082.61
120,2022,1,0,0,2,3.31,9.5894,14609.63
120,2023,1,1,1,2,4.15,9.7346,16891.53
120,2024,1,1,1,2,4.73,9.4727,13000.57
121,2021,1,0,0,2,4.65,9.2525,10430.14
121,2022,1,0,0,2,4.56,9.0452,8478.15
121,2023,1,1,1,2,4.06,9.4942,13282.3
121,2024,1,1,1,2,4.35,9.4245,12388.23
122,2021,0,0,0,2,3.81,9.0116,8197.71
122,2022,0,0,0,2,4.19,9.0923,8886.43
122,2023,0,1,0,2,4.54,9.0809,8785.76
122,2024,0,1,0,2,5.38,9.1475,9391.16
123,2021,1,0,0,2,4.09,9.4945,13287.1
123,2022,1,0,0,2,4.43,9.5806,14481.64
123,2023,1,1,1,2,5.59,9.7108,16494.56
123,2024,1,1,1,2,4.4,10.0295,22686.43
124,2021,1,0,0,3,3.96,9.5138,13545.38
124,2022,1,0,0,3,3.38,9.4392,12571.21
124,2023,1,1,1,3,3.63,9.6928,16201.11
124,2024,1,1,1,3,4.4,9.694,16219.35
125,2021,0,0,0,1,4.34,9.1796,9697.26
125,2022,0,0,0,1,3.86,8.9312,7564.41
125,2023,0,1,0,1,3.65,9.336,11339.42
125,2024,0,1,0,1,3.81,9.1488,9403.22
126,2021,0,0,0,1,3.41,8.7836,6526.54
126,2022,0,0,0,1,4.42,8.7025,6017.73
126,2023,0,1,0,1,3.78,8.7128,6080.29
126,2024,0,1,0,1,4.19,8.8088,6693.2
127,2021,1,0,0,1,3.64,9.3087,11033.46
127,2022,1,0,0,1,4.51,9.1989,9886.31
127,2023,1,1,1,1,4.51,9.3838,11894.38
127,2024,1,1,1,1,5.36,9.456,12784.97
128,2021,1,0,0,1,3.7,9.0725,8712.08
128,2022,1,0,0,1,3.73,8.8763,7160.28
128,2023,1,1,1,1,4.02,9.1713,9617.05
128,2024,1,1,1,1,5.24,9.028,8333.02
129,2021,1,0,0,2,3.07,8.9593,7780.17
129,2022,1,0,0,2,3.18,8.9705,7867.51
129,2023,1,1,1,2,3.53,8.9952,8064.13
129,2024,1,1,1,2,4.7,9.1018,8971.28
130,2021,0,0,0,1,3.15,8.9473,7687.24
130,2022,0,0,0,1,3.72,9.0358,8398.6
